iteration,timestamp,T2,V4F,J4,V4
0,2025-07-09 00:04:22.378716,0.0,0.0,0.0,1
1,2025-07-09 00:04:25.670101,3.2186313630937082,155.15348742439983,54.51407420451124,1
2,2025-07-09 00:04:28.416629,3.384807142011733,153.80491464156876,54.68024288465668,1
3,2025-07-09 00:04:31.720491,3.5495385392600243,152.46679824713283,54.84496729039304,1
4,2025-07-09 00:04:34.247690,3.712836759908192,151.13913244647392,55.00825862556742,1
5,2025-07-09 00:04:37.218343,3.8747129945809093,149.82188826650145,55.17012807954792,1
6,2025-07-09 00:04:40.506933,4.035178410455544,148.51505991259728,55.33058681828106,1
7,2025-07-09 00:04:43.841156,4.194244154467481,147.2186213089799,55.4896459874968,1
8,2025-07-09 00:04:47.303104,4.351921356607842,145.93255217448586,55.64731671598689,1
9,2025-07-09 00:04:50.825867,4.508221129203803,144.65682933064272,55.8036101148283,1
10,2025-07-09 00:04:54.119536,4.6631545539216965,143.39144118821423,55.95853726451355,1
11,2025-07-09 00:04:56.791269,4.816732695885316,142.13635008218262,56.11210922890251,1
12,2025-07-09 00:04:59.909198,4.9689665819627695,153.63097758950062,56.26440141284254,1
13,2025-07-09 00:05:02.878872,5.133511684357111,152.3906627596716,56.428940039236316,1
14,2025-07-09 00:05:05.748746,5.296728356939916,151.15831842706484,56.592150321740995,1
15,2025-07-09 00:05:08.665425,5.458625141758665,149.93389823473535,56.75404080133969,1
16,2025-07-09 00:05:11.951130,5.619210523315692,148.71737320959255,56.914619961589516,1
17,2025-07-09 00:05:15.272486,5.778492954534765,147.50872017316397,57.07389625454064,1
18,2025-07-09 00:05:17.958809,5.936480870213153,146.30790435774088,57.23187811399307,1
19,2025-07-09 00:05:20.580668,6.093182659312916,145.1148909956146,57.38857392800285,1
20,2025-07-09 00:05:22.797581,6.2486066824370825,143.9296424217673,57.543992056181544,1
21,2025-07-09 00:05:25.472529,6.402761251723038,142.75212386849034,57.69814080980367,1
22,2025-07-09 00:05:27.860210,6.555654656635882,141.5823121573112,57.85102847737814,1
23,2025-07-09 00:05:31.070793,6.707295142033454,140.42015513666684,58.0026633028443,1
24,2025-07-09 00:05:33.957677,6.857690914409885,133.16855272478278,58.15302465802312,1
25,2025-07-09 00:05:36.411998,7.000319918864246,132.03229764712887,58.29564841069345,1
26,2025-07-09 00:05:39.587857,7.141731945574028,82.22906441517353,58.43686869047656,1
27,2025-07-09 00:05:42.981874,7.229802660082892,82.26844463990801,58.52493952618439,1
28,2025-07-09 00:05:45.918330,7.317915549019383,82.27976442640283,58.61305244998601,1
29,2025-07-09 00:05:48.713772,7.406040567029888,82.2649823555821,58.70117742248155,1
30,2025-07-09 00:05:51.786740,7.4941497507550245,-57.63849855384251,58.78907889096448,1
31,2025-07-09 00:05:54.552277,7.432416548500268,-56.683116686144785,58.72734784614253,1
32,2025-07-09 00:05:57.792194,7.371706594553887,-55.80057606550781,58.666639857873044,1
33,2025-07-09 00:06:00.674146,7.3119418784334265,-54.98650465256105,58.606876931639064,1
34,2025-07-09 00:06:03.683669,7.253049069737698,-54.23674770611342,58.547985751598596,1
35,2025-07-09 00:06:06.735050,7.194959282340772,-53.54729535042679,58.489897445052584,1
